,episode,duration,G,loss,gamma,n_step,semi_gradient,alpha
0,75,5,0.0,0.0029006667900830507,0.8,1,False,1e-05
0,76,8,0.0,0.0019648182205855846,0.8,1,False,1e-05
0,77,5,0.0,0.0019379898440092802,0.8,1,False,1e-05
0,78,3,0.0,0.002887209877371788,0.8,1,False,1e-05
0,79,5,0.0,0.0026725560892373323,0.8,1,False,1e-05
0,80,4,0.0,0.0026397635228931904,0.8,1,False,1e-05
0,81,9,0.0,0.01616401970386505,0.8,1,False,1e-05
0,82,17,0.0,0.0023474618792533875,0.8,1,False,1e-05
0,83,14,0.0,0.0017841998487710953,0.8,1,False,1e-05
0,84,3,0.0,0.002240481786429882,0.8,1,False,1e-05
0,85,3,0.0,0.0020913337357342243,0.8,1,False,1e-05
0,86,3,0.0,0.0017876425990834832,0.8,1,False,1e-05
0,87,16,0.0,0.0017056143842637539,0.8,1,False,1e-05
0,88,10,0.0,0.002897147089242935,0.8,1,False,1e-05
0,89,5,0.0,0.0022057113237679005,0.8,1,False,1e-05
0,90,20,0.0,0.0018640602938830853,0.8,1,False,1e-05
0,91,9,0.0,0.0015561524778604507,0.8,1,False,1e-05
0,92,5,0.0,0.01589898020029068,0.8,1,False,1e-05
0,93,10,0.0,0.0019409200176596642,0.8,1,False,1e-05
0,94,10,0.0,0.0015895010437816381,0.8,1,False,1e-05
0,95,14,0.0,0.0014175106771290302,0.8,1,False,1e-05
0,96,14,0.0,0.002210973994806409,0.8,1,False,1e-05
0,97,3,0.0,0.0017735606525093317,0.8,1,False,1e-05
0,98,4,0.0,0.0019325821194797754,0.8,1,False,1e-05
0,99,9,0.0,0.018481485545635223,0.8,1,False,1e-05
0,100,12,0.0,0.0014463732950389385,0.8,1,False,1e-05
0,101,6,0.0,0.0017487910808995366,0.8,1,False,1e-05
0,102,10,0.0,0.0013437176821753383,0.8,1,False,1e-05
0,103,11,0.0,0.001528291730210185,0.8,1,False,1e-05
0,104,3,0.0,0.0014839587965980172,0.8,1,False,1e-05
0,105,6,0.0,0.001623904681764543,0.8,1,False,1e-05
0,106,7,0.0,0.0016334083629772067,0.8,1,False,1e-05
0,107,11,0.0,0.0013019632315263152,0.8,1,False,1e-05
0,108,5,0.0,0.0012841243296861649,0.8,1,False,1e-05
0,109,3,0.0,0.01507300604134798,0.8,1,False,1e-05
0,110,7,0.0,0.0019277898827567697,0.8,1,False,1e-05
0,111,8,0.0,0.0012027275515720248,0.8,1,False,1e-05
0,112,15,0.0,0.0014331623679026961,0.8,1,False,1e-05
0,113,8,0.0,0.0015393393114209175,0.8,1,False,1e-05
0,114,7,0.0,0.014523648656904697,0.8,1,False,1e-05
0,115,10,0.0,0.01810353435575962,0.8,1,False,1e-05
0,116,9,0.0,0.0012122259940952063,0.8,1,False,1e-05
0,117,10,0.0,0.014675820246338844,0.8,1,False,1e-05
0,118,32,1.0,0.001044849632307887,0.8,1,False,1e-05
0,119,15,0.0,0.0013948476407676935,0.8,1,False,1e-05
0,120,13,0.0,0.0009288646397180855,0.8,1,False,1e-05
0,121,10,0.0,0.0010343047324568033,0.8,1,False,1e-05
0,122,14,0.0,0.0010481709614396095,0.8,1,False,1e-05
0,123,17,0.0,0.015153573825955391,0.8,1,False,1e-05
0,124,12,0.0,0.0008390694274567068,0.8,1,False,1e-05
0,125,4,0.0,0.001174548058770597,0.8,1,False,1e-05
0,126,13,0.0,0.001167456852272153,0.8,1,False,1e-05
0,127,11,0.0,0.014753393828868866,0.8,1,False,1e-05
0,128,12,1.0,0.0013455937150865793,0.8,1,False,1e-05
0,129,5,0.0,0.0009417046676389873,0.8,1,False,1e-05
0,130,16,0.0,0.0008351459400728345,0.8,1,False,1e-05
0,131,4,0.0,0.0010094160679727793,0.8,1,False,1e-05
0,132,14,0.0,0.0011763069778680801,0.8,1,False,1e-05
0,133,6,0.0,0.0008651816169731319,0.8,1,False,1e-05
0,134,5,0.0,0.0009628402767702937,0.8,1,False,1e-05
0,135,3,0.0,0.014351136982440948,0.8,1,False,1e-05
0,136,9,0.0,0.0010217723902314901,0.8,1,False,1e-05
0,137,9,0.0,0.0008639394072815776,0.8,1,False,1e-05
0,138,7,0.0,0.0009097672300413251,0.8,1,False,1e-05
0,139,5,0.0,0.0008525816374458373,0.8,1,False,1e-05
0,140,3,0.0,0.014437917619943619,0.8,1,False,1e-05
0,141,8,0.0,0.0012075791601091623,0.8,1,False,1e-05
0,142,27,0.0,0.0005755639867857099,0.8,1,False,1e-05
0,143,6,0.0,0.0009104733471758664,0.8,1,False,1e-05
0,144,11,0.0,0.0008296611486002803,0.8,1,False,1e-05
0,145,7,0.0,0.0009526551584713161,0.8,1,False,1e-05
0,146,4,0.0,0.029847342520952225,0.8,1,False,1e-05
0,147,11,0.0,0.014400878921151161,0.8,1,False,1e-05
0,148,11,0.0,0.014229953289031982,0.8,1,False,1e-05
0,149,8,0.0,0.0006832445506006479,0.8,1,False,1e-05
0,150,7,0.0,0.0004395968571770936,0.8,1,False,1e-05
0,151,6,0.0,0.001107461517676711,0.8,1,False,1e-05
0,152,6,0.0,0.0005628829821944237,0.8,1,False,1e-05
0,153,10,0.0,0.000889161485247314,0.8,1,False,1e-05
0,154,6,0.0,0.0010466291569173336,0.8,1,False,1e-05
0,155,7,0.0,0.0012888637138530612,0.8,1,False,1e-05
0,156,14,0.0,0.00038064512773416936,0.8,1,False,1e-05
0,157,7,0.0,0.013545527122914791,0.8,1,False,1e-05
0,158,6,0.0,0.0005488861934281886,0.8,1,False,1e-05
0,159,10,0.0,0.0007063143420964479,0.8,1,False,1e-05
0,160,17,0.0,0.0008481338154524565,0.8,1,False,1e-05
0,161,19,0.0,0.0007105195545591414,0.8,1,False,1e-05
0,162,9,0.0,0.01692240871489048,0.8,1,False,1e-05
0,163,8,0.0,0.0005896234652027488,0.8,1,False,1e-05
0,164,14,0.0,0.0006072427495382726,0.8,1,False,1e-05
0,165,17,0.0,0.0008650552481412888,0.8,1,False,1e-05
0,166,6,0.0,0.0009029230568557978,0.8,1,False,1e-05
0,167,3,0.0,0.0005887237493880093,0.8,1,False,1e-05
0,168,3,0.0,0.0007392072584480047,0.8,1,False,1e-05
0,169,3,0.0,0.0011243453482165933,0.8,1,False,1e-05
0,170,16,0.0,0.0003879607829730958,0.8,1,False,1e-05
0,171,12,0.0,0.013830064795911312,0.8,1,False,1e-05
0,172,6,0.0,0.0006038141436874866,0.8,1,False,1e-05
0,173,8,0.0,0.013525840826332569,0.8,1,False,1e-05
0,174,4,0.0,0.0005284069920890033,0.8,1,False,1e-05
0,175,3,0.0,0.014341514557600021,0.8,1,False,1e-05
0,176,5,0.0,0.0004561835085041821,0.8,1,False,1e-05
0,177,3,0.0,0.001056402805261314,0.8,1,False,1e-05
0,178,5,0.0,0.013655300252139568,0.8,1,False,1e-05
0,179,20,0.0,0.0009677221532911062,0.8,1,False,1e-05
0,180,5,0.0,0.0005584629252552986,0.8,1,False,1e-05
0,181,11,0.0,0.0005520103732123971,0.8,1,False,1e-05
0,182,20,0.0,0.0006588632822968066,0.8,1,False,1e-05
0,183,16,0.0,0.00038043365930207074,0.8,1,False,1e-05
0,184,8,0.0,0.0003568334796000272,0.8,1,False,1e-05
0,185,6,0.0,0.014081212691962719,0.8,1,False,1e-05
0,186,7,0.0,0.0005313135334290564,0.8,1,False,1e-05
0,187,7,0.0,0.0005455187056213617,0.8,1,False,1e-05
0,188,7,0.0,0.0006769078900106251,0.8,1,False,1e-05
0,189,3,0.0,0.0004586169379763305,0.8,1,False,1e-05
0,190,7,1.0,0.0007211796473711729,0.8,1,False,1e-05
0,191,14,0.0,0.0006960781174711883,0.8,1,False,1e-05
0,192,9,0.0,0.0006384605076164007,0.8,1,False,1e-05
0,193,4,0.0,0.027173763141036034,0.8,1,False,1e-05
0,194,7,0.0,0.00035525468410924077,0.8,1,False,1e-05
0,195,10,0.0,0.0006229228456504643,0.8,1,False,1e-05
0,196,8,0.0,0.0291953943669796,0.8,1,False,1e-05
0,197,5,0.0,0.0004040389903821051,0.8,1,False,1e-05
0,198,5,0.0,0.016058534383773804,0.8,1,False,1e-05
0,199,5,0.0,0.00044744048500433564,0.8,1,False,1e-05
0,200,3,0.0,0.0006454092799685895,0.8,1,False,1e-05
0,201,11,0.0,0.0006876146653667092,0.8,1,False,1e-05
0,202,7,0.0,0.00039316079346463084,0.8,1,False,1e-05
0,203,3,0.0,0.0008391744922846556,0.8,1,False,1e-05
0,204,13,0.0,0.01623181253671646,0.8,1,False,1e-05
0,205,17,0.0,0.00027209383551962674,0.8,1,False,1e-05
0,206,3,0.0,0.00045151871745474637,0.8,1,False,1e-05
0,207,9,1.0,0.00046492580440826714,0.8,1,False,1e-05
0,208,13,0.0,0.013341303914785385,0.8,1,False,1e-05
0,209,10,0.0,0.00022709199402015656,0.8,1,False,1e-05
0,210,14,0.0,0.0002662874467205256,0.8,1,False,1e-05
0,211,4,0.0,0.0007130149751901627,0.8,1,False,1e-05
0,212,3,0.0,0.01324159000068903,0.8,1,False,1e-05
0,213,14,0.0,0.0003745243011508137,0.8,1,False,1e-05
0,214,7,0.0,0.0005160520086064935,0.8,1,False,1e-05
0,215,8,0.0,0.013307297602295876,0.8,1,False,1e-05
0,216,6,0.0,0.0005607311613857746,0.8,1,False,1e-05
0,217,5,0.0,0.000577908125706017,0.8,1,False,1e-05
0,218,10,0.0,0.01414088811725378,0.8,1,False,1e-05
0,219,25,0.0,0.00046923471381887794,0.8,1,False,1e-05
0,220,3,0.0,0.0008016278734430671,0.8,1,False,1e-05
0,221,4,0.0,0.0010550071019679308,0.8,1,False,1e-05
0,222,6,0.0,0.0003950991085730493,0.8,1,False,1e-05
0,223,6,0.0,0.0005324548692442477,0.8,1,False,1e-05
0,224,6,0.0,0.013203606009483337,0.8,1,False,1e-05
0,225,9,0.0,0.016033170744776726,0.8,1,False,1e-05
0,226,10,0.0,0.013111273758113384,0.8,1,False,1e-05
0,227,8,0.0,0.0005208501825109124,0.8,1,False,1e-05
0,228,10,0.0,0.0006253339815884829,0.8,1,False,1e-05
0,229,3,0.0,0.0005454677157104015,0.8,1,False,1e-05
0,230,3,0.0,0.000279368890915066,0.8,1,False,1e-05
0,231,10,1.0,0.00028477158048190176,0.8,1,False,1e-05
0,232,9,0.0,0.0004015629820059985,0.8,1,False,1e-05
0,233,5,0.0,0.0005969108897261322,0.8,1,False,1e-05
0,234,4,0.0,0.014049826189875603,0.8,1,False,1e-05
0,235,10,0.0,0.0005408767610788345,0.8,1,False,1e-05
0,236,6,0.0,0.000497306464239955,0.8,1,False,1e-05
0,237,5,0.0,0.013130437582731247,0.8,1,False,1e-05
0,238,5,0.0,0.00025979813653975725,0.8,1,False,1e-05
0,239,22,0.0,0.0005328076658770442,0.8,1,False,1e-05
0,240,11,0.0,0.015998756512999535,0.8,1,False,1e-05
0,241,8,0.0,0.00046255398774519563,0.8,1,False,1e-05
0,242,13,0.0,0.0004220207338221371,0.8,1,False,1e-05
0,243,4,0.0,0.0006015428807586432,0.8,1,False,1e-05
0,244,5,0.0,0.000612477830145508,0.8,1,False,1e-05
0,245,3,0.0,0.0005032205954194069,0.8,1,False,1e-05
0,246,4,0.0,0.012918047606945038,0.8,1,False,1e-05
0,247,3,0.0,0.013140510767698288,0.8,1,False,1e-05
0,248,3,0.0,0.00029561089468188584,0.8,1,False,1e-05
0,249,6,0.0,0.0003377894754521549,0.8,1,False,1e-05
0,250,19,0.0,0.0004373335395939648,0.8,1,False,1e-05
0,251,4,0.0,0.00017227066564373672,0.8,1,False,1e-05
0,252,9,0.0,0.0003327307931613177,0.8,1,False,1e-05
0,253,3,0.0,0.013835174031555653,0.8,1,False,1e-05
0,254,18,0.0,0.000454721855930984,0.8,1,False,1e-05
0,255,7,0.0,0.0005554042290896177,0.8,1,False,1e-05
0,256,23,0.0,0.0005210189847275615,0.8,1,False,1e-05
0,257,6,0.0,0.0004236963577568531,0.8,1,False,1e-05
0,258,9,0.0,0.0005021170945838094,0.8,1,False,1e-05
0,259,9,0.0,0.00040010028169490397,0.8,1,False,1e-05
0,260,7,0.0,0.0003414894745219499,0.8,1,False,1e-05
0,261,28,0.0,0.0003091182734351605,0.8,1,False,1e-05
0,262,5,0.0,0.0129937045276165,0.8,1,False,1e-05
0,263,21,0.0,0.028248250484466553,0.8,1,False,1e-05
0,264,12,0.0,0.0006317842635326087,0.8,1,False,1e-05
0,265,4,0.0,0.0008037500083446503,0.8,1,False,1e-05
0,266,11,0.0,0.013577206060290337,0.8,1,False,1e-05
0,267,11,0.0,0.00020831047731917351,0.8,1,False,1e-05
0,268,3,0.0,0.0008358628256246448,0.8,1,False,1e-05
0,269,16,1.0,0.0002681897603906691,0.8,1,False,1e-05
0,270,14,0.0,0.012850683182477951,0.8,1,False,1e-05
0,271,10,0.0,0.0003601278003770858,0.8,1,False,1e-05
0,272,11,0.0,0.026165753602981567,0.8,1,False,1e-05
0,273,3,0.0,0.013728312216699123,0.8,1,False,1e-05
0,274,11,0.0,0.00037100669578649104,0.8,1,False,1e-05
0,275,21,0.0,0.0005269606481306255,0.8,1,False,1e-05
0,276,9,0.0,0.013833276927471161,0.8,1,False,1e-05
0,277,4,0.0,0.01370642427355051,0.8,1,False,1e-05
0,278,29,0.0,0.013563704676926136,0.8,1,False,1e-05
0,279,14,0.0,0.00036789229488931596,0.8,1,False,1e-05
0,280,6,0.0,0.012691536918282509,0.8,1,False,1e-05
0,281,7,0.0,0.00044088109279982746,0.8,1,False,1e-05
0,282,14,0.0,0.00046656772610731423,0.8,1,False,1e-05
0,283,31,0.0,0.00023401062935590744,0.8,1,False,1e-05
0,284,8,0.0,0.00036600715247914195,0.8,1,False,1e-05
0,285,24,0.0,0.0002881493710447103,0.8,1,False,1e-05
0,286,15,0.0,0.0003902356547769159,0.8,1,False,1e-05
0,287,3,0.0,0.012803765013813972,0.8,1,False,1e-05
0,288,9,0.0,0.025706546381115913,0.8,1,False,1e-05
0,289,6,0.0,0.0003418265259824693,0.8,1,False,1e-05
0,290,3,0.0,0.00026040064403787255,0.8,1,False,1e-05
0,291,8,0.0,0.0004443438374437392,0.8,1,False,1e-05
0,292,10,0.0,0.00023527891607955098,0.8,1,False,1e-05
0,293,14,0.0,0.00030372876790352166,0.8,1,False,1e-05
0,294,25,1.0,0.00015956313291098922,0.8,1,False,1e-05
0,295,17,0.0,0.000273468584055081,0.8,1,False,1e-05
0,296,5,0.0,0.00022282551799435169,0.8,1,False,1e-05
0,297,10,0.0,0.0003924999327864498,0.8,1,False,1e-05
0,298,11,0.0,0.00022526374959852546,0.8,1,False,1e-05
0,299,18,0.0,0.01245271135121584,0.8,1,False,1e-05
0,300,3,0.0,0.0004702278529293835,0.8,1,False,1e-05
0,301,7,0.0,0.0004946395638398826,0.8,1,False,1e-05
0,302,3,0.0,0.00023493324988521636,0.8,1,False,1e-05
0,303,12,0.0,0.0002695349685382098,0.8,1,False,1e-05
0,304,10,0.0,0.00024592530098743737,0.8,1,False,1e-05
0,305,11,0.0,0.0003658010682556778,0.8,1,False,1e-05
0,306,20,0.0,0.00029976406949572265,0.8,1,False,1e-05
0,307,3,0.0,0.013433525338768959,0.8,1,False,1e-05
0,308,7,0.0,0.0003448135103099048,0.8,1,False,1e-05
0,309,19,0.0,0.012469050474464893,0.8,1,False,1e-05
0,310,39,0.0,0.0002969276101794094,0.8,1,False,1e-05
0,311,28,0.0,0.00024365658464375883,0.8,1,False,1e-05
0,312,14,0.0,0.00021264914539642632,0.8,1,False,1e-05
0,313,10,0.0,0.00023847886768635362,0.8,1,False,1e-05
0,314,23,0.0,0.00039091199869289994,0.8,1,False,1e-05
0,315,3,0.0,0.0005809730500914156,0.8,1,False,1e-05
0,316,10,0.0,0.0002267946838401258,0.8,1,False,1e-05
0,317,7,0.0,0.0001520375080872327,0.8,1,False,1e-05
0,318,4,0.0,0.0002909429313149303,0.8,1,False,1e-05
0,319,5,0.0,0.00015510566299781203,0.8,1,False,1e-05
0,320,6,0.0,0.00024940655566751957,0.8,1,False,1e-05
0,321,14,0.0,0.0002856927749235183,0.8,1,False,1e-05
0,322,14,0.0,0.0003701665555126965,0.8,1,False,1e-05
0,323,11,0.0,0.0002252232952741906,0.8,1,False,1e-05
0,324,27,1.0,0.0002299981570104137,0.8,1,False,1e-05
0,325,5,0.0,0.013503785245120525,0.8,1,False,1e-05
0,326,6,0.0,0.00030262948712334037,0.8,1,False,1e-05
0,327,9,0.0,0.000518475950229913,0.8,1,False,1e-05
0,328,4,0.0,0.00035333610139787197,0.8,1,False,1e-05
0,329,4,0.0,0.0002860919339582324,0.8,1,False,1e-05
0,330,11,0.0,0.00029947192524559796,0.8,1,False,1e-05
0,331,13,1.0,0.00013503314403351396,0.8,1,False,1e-05
0,332,6,0.0,0.0002398778888164088,0.8,1,False,1e-05
0,333,4,0.0,0.012148471549153328,0.8,1,False,1e-05
0,334,16,1.0,0.00035376864252611995,0.8,1,False,1e-05
0,335,8,0.0,0.00018522402388043702,0.8,1,False,1e-05
0,336,4,0.0,0.0002971638459712267,0.8,1,False,1e-05
0,337,4,0.0,0.00025332553195767105,0.8,1,False,1e-05
0,338,16,0.0,0.00045567250344902277,0.8,1,False,1e-05
0,339,8,0.0,0.011988266371190548,0.8,1,False,1e-05
0,340,11,0.0,0.00019890036492142826,0.8,1,False,1e-05
0,341,11,0.0,0.00021190526604186743,0.8,1,False,1e-05
0,342,13,0.0,0.0002449101011734456,0.8,1,False,1e-05
0,343,23,0.0,0.012042570859193802,0.8,1,False,1e-05
0,344,5,0.0,0.00040308540337719023,0.8,1,False,1e-05
0,345,7,0.0,0.00040233362233266234,0.8,1,False,1e-05
0,346,11,0.0,0.000605918001383543,0.8,1,False,1e-05
0,347,7,0.0,0.00023896114726085216,0.8,1,False,1e-05
0,348,4,0.0,0.00014938120148144662,0.8,1,False,1e-05
0,349,23,0.0,0.00020696292631328106,0.8,1,False,1e-05
0,350,16,0.0,0.0001974847400560975,0.8,1,False,1e-05
0,351,32,0.0,0.00015862098371144384,0.8,1,False,1e-05
0,352,9,0.0,0.0004429983673617244,0.8,1,False,1e-05
0,353,10,1.0,0.00021402703714556992,0.8,1,False,1e-05
0,354,6,0.0,0.0003861401346512139,0.8,1,False,1e-05
0,355,11,0.0,0.0003059147857129574,0.8,1,False,1e-05
0,356,21,0.0,0.01200794242322445,0.8,1,False,1e-05
0,357,3,0.0,7.472642755601555e-05,0.8,1,False,1e-05
0,358,7,0.0,0.00021770618332084268,0.8,1,False,1e-05
0,359,47,0.0,0.00014393142191693187,0.8,1,False,1e-05
0,360,13,0.0,0.0002287981187691912,0.8,1,False,1e-05
0,361,19,0.0,0.00025797635316848755,0.8,1,False,1e-05
0,362,5,0.0,0.00012936675921082497,0.8,1,False,1e-05
0,363,31,0.0,0.00031642778776586056,0.8,1,False,1e-05
0,364,17,1.0,0.00022761303989682347,0.8,1,False,1e-05
0,365,6,0.0,0.011657265946269035,0.8,1,False,1e-05
0,366,16,0.0,0.015875859186053276,0.8,1,False,1e-05
0,367,6,0.0,0.00020892618340440094,0.8,1,False,1e-05
0,368,3,0.0,0.00021371505863498896,0.8,1,False,1e-05
0,369,5,0.0,0.00017439074872527272,0.8,1,False,1e-05
0,370,6,0.0,0.00025670378818176687,0.8,1,False,1e-05
0,371,6,0.0,9.280040103476495e-05,0.8,1,False,1e-05
0,372,12,0.0,0.0002913310891017318,0.8,1,False,1e-05
0,373,12,0.0,0.0132478391751647,0.8,1,False,1e-05
0,374,3,0.0,0.00016127416165545583,0.8,1,False,1e-05
0,375,12,0.0,0.0002790939179249108,0.8,1,False,1e-05
0,376,3,0.0,0.01165853999555111,0.8,1,False,1e-05
0,377,19,0.0,0.0003017426934093237,0.8,1,False,1e-05
0,378,6,0.0,0.011550767347216606,0.8,1,False,1e-05
0,379,14,0.0,0.00021474179811775684,0.8,1,False,1e-05
0,380,9,0.0,0.000425300415372476,0.8,1,False,1e-05
0,381,8,1.0,0.00010573837789706886,0.8,1,False,1e-05
0,382,21,0.0,0.015644099563360214,0.8,1,False,1e-05
0,383,7,1.0,0.00016581584350205958,0.8,1,False,1e-05
0,384,8,1.0,0.0005118584958836436,0.8,1,False,1e-05
0,385,4,0.0,0.00020713539561256766,0.8,1,False,1e-05
0,386,10,0.0,0.00030839286046102643,0.8,1,False,1e-05
0,387,26,0.0,0.00018999942403752357,0.8,1,False,1e-05
0,388,4,0.0,0.013140064664185047,0.8,1,False,1e-05
0,389,25,1.0,0.01299753412604332,0.8,1,False,1e-05
0,390,14,0.0,0.00018094407278113067,0.8,1,False,1e-05
0,391,10,0.0,0.0001917382178362459,0.8,1,False,1e-05
0,392,17,0.0,0.00021248609118629247,0.8,1,False,1e-05
0,393,13,0.0,0.0003159840125590563,0.8,1,False,1e-05
0,394,9,0.0,0.013138547539710999,0.8,1,False,1e-05
0,395,38,1.0,0.00023309467360377312,0.8,1,False,1e-05
0,396,8,1.0,0.00015395994705613703,0.8,1,False,1e-05
0,397,11,0.0,0.0005176742561161518,0.8,1,False,1e-05
0,398,36,0.0,0.0004064621462021023,0.8,1,False,1e-05
0,399,3,0.0,0.00042516717803664505,0.8,1,False,1e-05
0,400,12,0.0,0.00043730990728363395,0.8,1,False,1e-05
0,401,5,0.0,0.015599743463099003,0.8,1,False,1e-05
0,402,5,0.0,0.00025096096214838326,0.8,1,False,1e-05
0,403,14,0.0,0.0005266205407679081,0.8,1,False,1e-05
0,404,27,0.0,7.883085345383734e-05,0.8,1,False,1e-05
0,405,11,1.0,0.00021320079395081848,0.8,1,False,1e-05
0,406,14,0.0,0.011028806678950787,0.8,1,False,1e-05
0,407,4,0.0,0.00029923574766144156,0.8,1,False,1e-05
0,408,3,0.0,0.0004874852893408388,0.8,1,False,1e-05
0,409,8,0.0,0.011099012568593025,0.8,1,False,1e-05
0,410,12,0.0,0.00018511959933675826,0.8,1,False,1e-05
0,411,3,0.0,0.00021426304010674357,0.8,1,False,1e-05
0,412,3,0.0,0.0001275799295399338,0.8,1,False,1e-05
0,413,5,0.0,0.01317082904279232,0.8,1,False,1e-05
0,414,4,0.0,0.0001572699984535575,0.8,1,False,1e-05
0,415,5,0.0,0.00035719756851904094,0.8,1,False,1e-05
0,416,4,0.0,0.013022764585912228,0.8,1,False,1e-05
0,417,6,0.0,0.015930157154798508,0.8,1,False,1e-05
0,418,17,0.0,0.00014554431254509836,0.8,1,False,1e-05
0,419,7,0.0,0.00015761653776280582,0.8,1,False,1e-05
0,420,5,0.0,0.00015859847189858556,0.8,1,False,1e-05
0,421,10,0.0,0.0001346107164863497,0.8,1,False,1e-05
0,422,10,1.0,0.00043090118560940027,0.8,1,False,1e-05
0,423,16,0.0,0.00010964341345243156,0.8,1,False,1e-05
0,424,7,0.0,0.00043538439786061645,0.8,1,False,1e-05
0,425,7,0.0,0.011217900551855564,0.8,1,False,1e-05
0,426,4,0.0,0.0001406691735610366,0.8,1,False,1e-05
0,427,16,0.0,0.0001139839441748336,0.8,1,False,1e-05
